id,address,city,latitude,longitude,site_score,state_name,county_name,tract,block_group,tot_population_cen_2010,hispanic_cen_2010,nh_blk_alone_cen_2010,nh_aian_alone_cen_2010,nh_asian_alone_cen_2010,nh_nhopi_alone_cen_2010,nh_sor_alone_cen_2010,college_acs_09_13,no_health_ins_acs_09_13,med_hhd_inc_bg_acs_09_13,aggregate_hh_inc_acs_09_13,tot_vacant_units_cen_2010,renter_occp_hu_cen_2010,owner_occp_hu_cen_2010,no_plumb_acs_09_13,med_house_value_bg_acs_09_13,pct_hispanic_cen_2010,pct_nh_blk_alone_cen_2010,pct_nh_aian_alone_cen_2010,pct_nh_asian_alone_cen_2010,pct_nh_nhopi_alone_cen_2010,pct_nh_sor_alone_cen_2010,pct_not_hs_grad_acs_09_13,pct_no_health_ins_acs_09_13,pct_vacant_units_cen_2010,pct_renter_occp_hu_cen_2010,pct_owner_occp_hu_cen_2010,pct_no_plumb_acs_09_13,pct_poc
408,"ROUTE 12, PLAINFIELD, CT 06374",Plainfield,41.6861127,-71.91406309999999,46.29,Connecticut,Windham County,907300,1,1189.0,50.0,14.0,5.0,28.0,0.0,3.0,82.0,107.0,63036.0,26121500.0,78.0,186.0,280.0,102.0,179500.0,4.21,1.18,0.42,2.35,0.0,0.25,10.25,10.38,14.34,39.91,60.09,16.61,8.41
409,"NORWALK WATER DEPARTMENT, NORWALK, CT 06856",Norwalk,41.0926517,-73.4147318,39.92,Connecticut,Fairfield County,44100,2,1686.0,732.0,361.0,1.0,51.0,0.0,0.0,423.0,375.0,63787.0,67037900.0,87.0,637.0,124.0,0.0,182800.0,43.42,21.41,0.06,3.02,0.0,0.0,17.4,25.97,10.26,83.71,16.29,0.0,67.91
410,"HUNTERS MTN RD, NAUGATUCK BOROUGH, CT 06770",Naugatuck Borough,41.471232,-73.0746369,0.0,Connecticut,New Haven County,345300,3,1311.0,126.0,40.0,5.0,37.0,0.0,9.0,182.0,86.0,36765.0,35788000.0,33.0,228.0,278.0,0.0,263800.0,9.61,3.05,0.38,2.8200000000000003,0.0,0.6900000000000001,27.46,5.5600000000000005,6.12,45.06,54.94,0.0,16.55
411,"RICHARDSON HWY, SE OF CY, FORT WAINWRIGHT, AK 99703",Fairbanks North Star Borough,64.802185,-147.625422,42.4,Alaska,Fairbanks North Star Borough,1100,1,8143.0,1259.0,1038.0,104.0,188.0,138.0,19.0,745.0,76.0,54479.0,109416500.0,318.0,1783.0,12.0,28.0,0.0,15.46,12.75,1.28,2.31,1.69,0.23,4.2,0.93,15.05,99.33,0.67,1.29,33.72
412,"29 PLAINE HILL ROAD, WOODSTOCK, CT 06281",Woodstock,41.939877,-71.9701657,33.71,Connecticut,Windham County,901100,4,1087.0,8.0,11.0,5.0,7.0,0.0,0.0,309.0,150.0,82667.0,43899900.0,78.0,110.0,337.0,0.0,274400.0,0.74,1.01,0.46,0.64,0.0,0.0,4.38,12.2,14.86,24.61,75.39,0.0,2.85
413,"ROUTE 12 CRYSTAL LAKE RD, NEW LONDON, CT 06349",New London,41.3884398,-72.0860034,36.53,Connecticut,New London County,980000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,"ROUTE 12 CRYSTAL LAKE RD, NEW LONDON, CT 06349",New London,41.3884398,-72.0860034,36.53,Connecticut,New London County,980000,1,2097.0,245.0,185.0,11.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,11.68,8.82,0.52,2.5300000000000002,0.05,0.05,0.0,0.0,70.0,66.67,33.33,0.0,23.650000000000002
415,"OLD TURNPIKE RD, SOUTHINGTON, CT 06487",Southington,41.47,-73.25,54.35,Connecticut,New Haven County,348124,2,1680.0,35.0,7.0,0.0,35.0,2.0,1.0,749.0,69.0,54464.0,73058300.0,185.0,212.0,659.0,0.0,234800.0,2.08,0.42,0.0,2.08,0.12,0.06,1.7000000000000002,3.68,17.52,24.34,75.66,0.0,4.76
416,"1050 HARTFORD TURNPIKE ROAD, VERNON, CT 060664413",Vernon,41.8502475,-72.4461784,49.1,Connecticut,Tolland County,530400,2,1256.0,145.0,117.0,2.0,113.0,0.0,2.0,277.0,29.0,45595.0,41778700.0,37.0,450.0,222.0,0.0,102800.0,11.54,9.32,0.16,9.0,0.0,0.16,10.58,2.14,5.22,66.96,33.04,0.0,30.18
417,"75 EAST MAIN STREET, STRATFORD, CT 06497",Stratford,41.2014349,-73.1168647,0.0,Connecticut,Fairfield County,80800,2,784.0,98.0,24.0,0.0,17.0,0.0,1.0,210.0,29.0,48438.0,24089400.0,11.0,30.0,291.0,0.0,207700.0,12.5,3.06,0.0,2.17,0.0,0.13,1.45,4.1,3.31,9.35,90.65,0.0,17.86
421,"RTE 13 + RTE 40, NEW CASTLE, DE 19720",New Castle County,39.6619777,-75.5821409,69.92,Delaware,New Castle County,16200,3,869.0,88.0,129.0,1.0,1.0,0.0,0.0,64.0,101.0,50345.0,19034200.0,23.0,64.0,250.0,0.0,166500.0,10.13,14.84,0.12,0.12,0.0,0.0,22.69,11.07,6.82,20.38,79.62,0.0,25.21
422,"176A N DUPONT HIGHWAY, DOVER, DE 199014264",Cheswold,39.1676154,-75.5173145,37.93,Delaware,Kent County,40900,1,2561.0,120.0,608.0,13.0,57.0,0.0,9.0,594.0,159.0,28864.0,49560500.0,92.0,775.0,344.0,0.0,224800.0,4.69,23.74,0.51,2.23,0.0,0.35000000000000003,20.55,5.8,7.6,69.26,30.74,0.0,31.520000000000003
423,"4 MI SW CY,  T72S R84E S17, COPPER RIVER, THORNE BAY, AK 99919",Thorne Bay,55.6594309,-132.5228318,50.0,Alaska,Prince of Wales-Hyder Census Area,100,2,531.0,8.0,1.0,29.0,4.0,2.0,0.0,124.0,117.0,49050.0,13883600.0,169.0,67.0,177.0,98.0,201300.0,1.51,0.19,5.46,0.75,0.38,0.0,2.91,22.16,40.92,27.46,72.54,23.44,8.290000000000001
424,"780 SCHOOL HOUSE ROAD, NEW CASTLE, DE 19720",Delaware City,39.5861577,-75.6468519,30.55,Delaware,New Castle County,16404,1,1249.0,57.0,244.0,2.0,18.0,0.0,0.0,247.0,49.0,66563.0,33996300.0,20.0,32.0,344.0,0.0,292600.0,4.5600000000000005,19.54,0.16,1.44,0.0,0.0,15.78,4.03,5.05,8.51,91.49,0.0,25.700000000000003
425,"229 GRANTHAM LANE, NEW CASTLE, DE 19720",New Castle County,39.6476841,-75.5966096,46.6,Delaware,New Castle County,16305,2,2430.0,226.0,1074.0,3.0,74.0,0.0,3.0,378.0,459.0,52891.0,86477700.0,68.0,264.0,643.0,0.0,265600.0,9.3,44.2,0.12,3.05,0.0,0.12,12.76,19.99,6.97,29.11,70.89,0.0,56.78999999999999
426,"RTE 113, DOVER, DE 19901",Dover,38.8766313,-75.4392805,35.89,Delaware,Sussex County,50101,2,1677.0,129.0,198.0,5.0,13.0,1.0,2.0,114.0,106.0,44853.0,33138900.0,58.0,119.0,501.0,55.0,222700.0,7.69,11.81,0.30000000000000004,0.78,0.06,0.12,16.37,5.94,8.55,19.19,80.81,8.61,20.76
427,"NEW ST, DOVER, DE 19904",Dover,39.1550674,-75.5273072,35.57,Delaware,Kent County,41400,1,2339.0,187.0,786.0,9.0,79.0,1.0,8.0,374.0,75.0,48417.0,46677800.0,95.0,574.0,426.0,0.0,194900.0,7.99,33.6,0.38,3.38,0.04,0.34,12.97,3.83,8.68,57.4,42.6,0.0,45.73000000000001
434,"1436 S APACHE POWDER RD, SAINT DAVID, AZ 85630",St. David,31.8804016,-110.2404566,39.09,Arizona,Cochise County,302,2,1033.0,113.0,6.0,24.0,5.0,1.0,1.0,102.0,35.0,56583.0,15889300.0,75.0,110.0,294.0,0.0,153300.0,10.94,0.58,2.32,0.48,0.1,0.1,0.0,3.26,15.66,27.23,72.77,0.0,14.52
435,"US RTE 13 &amp; DEL RTE 71, NEW CASTLE, DE 19720",New Castle County,39.6620397,-75.5668166,0.0,Delaware,New Castle County,16200,1,645.0,20.0,47.0,0.0,3.0,0.0,0.0,149.0,22.0,43625.0,17791000.0,33.0,110.0,212.0,0.0,269100.0,3.1,7.29,0.0,0.47000000000000003,0.0,0.0,12.44,4.58,9.3,34.16,65.84,0.0,10.860000000000001
437,"118 E FAIRFIELD DR @ I-110, PENSACOLA, FL 32505",Pensacola,30.4529206,-87.223028,44.98,Florida,Escambia County,1401,2,213.0,18.0,29.0,0.0,2.0,0.0,0.0,40.0,51.0,32031.0,2437200.0,14.0,47.0,30.0,15.0,0.0,8.45,13.62,0.0,0.9400000000000001,0.0,0.0,17.65,35.42,15.38,61.04,38.96,19.48,23.01
438,"3636 NW 46TH STREET, MIAMI, FL 33142",Miami,25.8160227,-80.255366,42.47,Florida,Miami-Dade County,1701,1,747.0,645.0,88.0,0.0,0.0,0.0,0.0,91.0,464.0,26371.0,8429000.0,8.0,120.0,157.0,0.0,15500.0,86.35,11.78,0.0,0.0,0.0,0.0,26.92,48.08,2.81,43.32,56.68,0.0,98.13
439,"NEAR N. 71ST STREET AND 14TH AVENUE, TAMPA, FL 33619",Tampa,27.964979,-82.3750629,41.91,Florida,Hillsborough County,3700,1,1618.0,389.0,501.0,5.0,4.0,0.0,0.0,19.0,238.0,14741.0,7219400.0,95.0,154.0,82.0,0.0,70600.0,24.04,30.96,0.31,0.25,0.0,0.0,41.18,15.77,28.7,65.25,34.75,0.0,55.56
440,"701 S J ST, PENSACOLA, FL 32501",Pensacola,30.4031683,-87.2370207,58.41,Florida,Escambia County,300,1,1351.0,48.0,523.0,9.0,27.0,1.0,1.0,94.0,462.0,34255.0,23090400.0,164.0,294.0,320.0,0.0,88100.0,3.55,38.71,0.67,2.0,0.07,0.07,7.31,34.32,21.08,47.88,52.12,0.0,45.07
441,"1270 NW 165 STREET, NORTH MIAMI BEACH, FL 33169",North Miami Beach,25.924053,-80.220631,31.03,Florida,Miami-Dade County,414,1,2721.0,258.0,2360.0,11.0,7.0,0.0,0.0,153.0,830.0,22588.0,29875000.0,150.0,1046.0,101.0,0.0,247600.0,9.48,86.73,0.4,0.26,0.0,0.0,23.86,37.69,11.57,91.19,8.81,0.0,96.87000000000002
442,"11706 US HWY 301, THONOTOSASSA, FL 33592",Thonotosassa,28.05777,-82.317609,50.0,Florida,Hillsborough County,10213,1,1966.0,164.0,412.0,5.0,24.0,1.0,0.0,240.0,396.0,54712.0,49909500.0,85.0,160.0,588.0,0.0,117600.0,8.34,20.96,0.25,1.22,0.05,0.0,13.01,18.6,10.2,21.39,78.61,0.0,30.82
443,"MAIN ST &amp; 23RD AVE, GAINESVILLE, FL 32601",Gainesville,29.6422516,-82.3289111,36.69,Florida,Alachua County,806,1,2180.0,272.0,284.0,1.0,277.0,0.0,4.0,657.0,393.0,21820.0,34753000.0,245.0,958.0,73.0,0.0,89200.0,12.48,13.03,0.05,12.71,0.0,0.18,2.74,17.85,19.2,92.92,7.08,0.0,38.449999999999996
444,"103RD ST AND NORMANDY BLVD, JACKSONVILLE, FL 32215",Jacksonville,30.247713,-81.7767623,31.99,Florida,Duval County,13504,1,1105.0,99.0,364.0,2.0,34.0,0.0,2.0,47.0,266.0,42974.0,20765200.0,39.0,79.0,329.0,0.0,93800.0,8.96,32.94,0.18,3.08,0.0,0.18,4.5,20.83,8.72,19.36,80.64,0.0,45.339999999999996
445,"OLD WICKENBURG RD, HASSAYAMPA, AZ 85343",Hassayampa,33.333455,-112.6854173,42.79,Arizona,Maricopa County,50604,2,1236.0,537.0,8.0,10.0,0.0,0.0,8.0,92.0,187.0,51250.0,17875400.0,85.0,155.0,242.0,42.0,172500.0,43.45,0.65,0.81,0.0,0.0,0.65,31.1,17.31,17.63,39.04,60.96,12.17,45.56
446,"3100 ORANGE BLOSSOM TRAIL, ORLANDO, FL 32804",Orlando,28.579526,-81.408336,50.0,Florida,Orange County,12403,1,4263.0,562.0,2599.0,13.0,82.0,0.0,24.0,265.0,1296.0,33675.0,69257500.0,389.0,551.0,903.0,29.0,124400.0,13.18,60.97,0.30000000000000004,1.92,0.0,0.56,16.24,25.26,21.11,37.9,62.1,1.5,76.93
447,"3920 FORSYTH RD, ORLANDO, FL 32807",Orlando,28.6012905,-81.299361,32.0,Florida,Orange County,16302,1,3878.0,1238.0,447.0,8.0,98.0,1.0,12.0,455.0,1052.0,26065.0,60008300.0,202.0,1383.0,413.0,0.0,121800.0,31.92,11.53,0.21,2.5300000000000002,0.03,0.31,10.98,28.54,10.11,77.0,23.0,0.0,46.53000000000001
448,"798 NORTHWEST 62ND STREET, MIAMI, FL 33150",Miami,25.831945,-80.210274,50.0,Florida,Miami-Dade County,1901,3,1035.0,129.0,873.0,1.0,2.0,0.0,1.0,57.0,89.0,21853.0,12167700.0,49.0,423.0,51.0,0.0,113500.0,12.46,84.35,0.1,0.19,0.0,0.1,25.49,12.97,9.37,89.24,10.76,0.0,97.19999999999999
449,"3910 N PALAFOX ST., PENSACOLA, FL 32522",Pensacola,30.454173,-87.233401,50.0,Florida,Escambia County,1401,2,213.0,18.0,29.0,0.0,2.0,0.0,0.0,40.0,51.0,32031.0,2437200.0,14.0,47.0,30.0,15.0,0.0,8.45,13.62,0.0,0.9400000000000001,0.0,0.0,17.65,35.42,15.38,61.04,38.96,19.48,23.01
450,"2610 FAIRFAX STREET, JACKSONVILLE, FL 32209",Jacksonville,30.353501,-81.687357,50.0,Florida,Duval County,2801,1,1712.0,19.0,1660.0,5.0,3.0,0.0,2.0,121.0,240.0,16771.0,15100600.0,230.0,354.0,360.0,74.0,61900.0,1.11,96.96,0.29,0.18,0.0,0.12,16.24,19.59,24.36,49.58,50.42,7.68,98.66000000000001
451,"4131 NORTH FEDERAL HIGHWAY, Pompano Beach, FL 33064",Pompano Beach,26.282355,-80.096869,50.0,Florida,Broward County,10800,2,2738.0,796.0,493.0,6.0,64.0,0.0,68.0,179.0,1642.0,43823.0,49802100.0,129.0,389.0,592.0,43.0,127600.0,29.07,18.01,0.22,2.34,0.0,2.48,15.26,49.83,11.62,39.65,60.35,3.39,52.12
452,"3211 S.W. 50TH AVENUE, FORT LAUDERDALE, FL 33314",Fort Lauderdale,26.082608,-80.2152909,50.0,Florida,Broward County,70101,3,3013.0,1319.0,334.0,15.0,93.0,0.0,9.0,138.0,747.0,29527.0,36076400.0,155.0,700.0,508.0,53.0,53400.0,43.78,11.09,0.5,3.09,0.0,0.30000000000000004,25.34,28.65,11.37,57.95,42.05,3.64,58.760000000000005
453,"18300 SW Warfield Blvd., INDIANTOWN, FL 33956",Indiantown,27.0486989,-80.5108833,45.92,Florida,Martin County,1801,2,1982.0,1021.0,808.0,4.0,12.0,0.0,2.0,118.0,619.0,29925.0,27963300.0,82.0,281.0,241.0,0.0,194000.0,51.51,40.77,0.2,0.61,0.0,0.1,30.84,28.17,13.58,53.83,46.17,0.0,93.19
454,"1333 NORTH US HIGHWAY 17/92, LONGWOOD, FL 32750",Longwood,28.7148666,-81.3243181,50.0,Florida,Seminole County,21502,3,2052.0,498.0,147.0,7.0,54.0,0.0,10.0,212.0,505.0,51500.0,33437600.0,56.0,146.0,564.0,0.0,111900.0,24.27,7.16,0.34,2.63,0.0,0.49,14.78,24.84,7.31,20.56,79.44,0.0,34.89
455,"OFF PALM BAY BLVD, PALM BAY, FL 32905",Palm Bay,28.017961,-80.6052782,35.57,Florida,Brevard County,65122,4,1510.0,290.0,290.0,3.0,39.0,1.0,2.0,94.0,196.0,35250.0,20326600.0,51.0,100.0,434.0,0.0,91600.0,19.21,19.21,0.2,2.58,0.07,0.13,20.31,17.22,8.72,18.73,81.27,0.0,41.400000000000006
456,"HIGHWAY 134 WEST, HEADLAND, AL 36345",Headland,31.3514663,-85.3421466,55.61,Alabama,Henry County,30500,3,2227.0,25.0,501.0,9.0,7.0,0.0,1.0,350.0,234.0,49747.0,49086900.0,95.0,355.0,593.0,40.0,133300.0,1.12,22.5,0.4,0.31,0.0,0.04,9.16,11.74,9.11,37.45,62.55,3.95,24.369999999999997
457,"MCDOWELL RD &amp; HAYDEN, SCOTTSDALE, AZ 85253",Scottsdale,33.5388471,-111.9641728,42.24,Arizona,Maricopa County,105004,1,1285.0,50.0,17.0,0.0,57.0,0.0,2.0,796.0,59.0,90227.0,118736000.0,124.0,28.0,505.0,0.0,1000001.0,3.89,1.32,0.0,4.44,0.0,0.16,3.9699999999999998,4.52,18.87,5.25,94.75,0.0,9.81
458,"2405 N 71TH ST, TAMPA, FL 33619",Tampa,27.964229,-82.374009,30.19,Florida,Hillsborough County,3700,1,1618.0,389.0,501.0,5.0,4.0,0.0,0.0,19.0,238.0,14741.0,7219400.0,95.0,154.0,82.0,0.0,70600.0,24.04,30.96,0.31,0.25,0.0,0.0,41.18,15.77,28.7,65.25,34.75,0.0,55.56
459,"700 NW 57TH PLACE, FORT LAUDERDALE, FL 33309",Fort Lauderdale,26.1986395,-80.1522213,44.53,Florida,Broward County,50208,3,1552.0,186.0,724.0,2.0,26.0,1.0,1.0,203.0,308.0,51503.0,30063000.0,169.0,532.0,128.0,0.0,128000.0,11.98,46.65,0.13,1.6800000000000002,0.06,0.06,30.97,17.33,20.39,80.61,19.39,0.0,60.56
460,"FLORIDA TURNPIKE EAST, HOMESTEAD AIR FORCE BASE, FL 330391299",Homestead,25.4860421,-80.3909163,42.4,Florida,Miami-Dade County,980700,1,964.0,325.0,492.0,3.0,0.0,4.0,0.0,27.0,643.0,23201.0,1076800.0,9.0,48.0,0.0,0.0,0.0,33.71,51.04,0.31,0.0,0.41000000000000003,0.0,40.13,57.1,15.79,100.0,0.0,0.0,85.47
461,"NAS BLDG 826, JACKSONVILLE, FL 32212",Jacksonville,30.2234305,-81.686257,32.08,Florida,Duval County,13200,1,2311.0,378.0,329.0,10.0,51.0,10.0,1.0,153.0,88.0,44107.0,18856600.0,42.0,253.0,68.0,0.0,156300.0,16.36,14.24,0.43,2.21,0.43,0.04,9.79,3.84,11.57,78.82,21.18,0.0,33.71
462,"4202-4212 OLD US HIGHWAY 41, RUSKIN, FL 33570",Ruskin,27.7208633,-82.4331495,50.0,Florida,Hillsborough County,14122,1,3427.0,1612.0,657.0,6.0,72.0,2.0,22.0,295.0,667.0,33906.0,44363300.0,185.0,470.0,561.0,29.0,136900.0,47.04,19.17,0.18,2.1,0.06,0.64,27.38,24.28,15.21,45.59,54.41,2.2,69.19000000000001
463,"1611 TALLEYRAND AVENUE, JACKSONVILLE, FL 32206",Jacksonville,30.344335,-81.624173,70.71,Florida,Duval County,17400,2,370.0,14.0,255.0,3.0,0.0,0.0,1.0,30.0,16.0,19911.0,2399300.0,38.0,89.0,53.0,29.0,0.0,3.7800000000000002,68.92,0.81,0.0,0.0,0.27,39.13,5.73,21.11,62.68,37.32,15.1,73.78
464,"1405 WEST OLIVE STREET, LAKELAND, FL 33815",Lakeland,28.039949,-81.9782369,50.0,Florida,Polk County,10900,1,2144.0,512.0,698.0,9.0,8.0,0.0,0.0,65.0,364.0,29063.0,25006200.0,293.0,367.0,431.0,103.0,11100.0,23.88,32.56,0.42,0.37,0.0,0.0,25.91,15.54,26.86,45.99,54.01,9.6,57.23
465,"2060 Rocky Ford Road, MADISON, FL 32340",Madison,30.5027618,-83.3935621,37.93,Florida,Madison County,110301,2,930.0,26.0,269.0,4.0,2.0,0.0,1.0,69.0,75.0,39261.0,22403400.0,50.0,82.0,314.0,0.0,139900.0,2.8,28.92,0.43,0.22,0.0,0.11,18.79,8.38,11.21,20.71,79.29,0.0,32.480000000000004
466,"6601 NW 72nd Avenue, MIAMI, FL 33166",Miami,25.8357742,-80.3108997,53.56,Florida,Miami-Dade County,9100,2,4804.0,3330.0,1068.0,1.0,9.0,0.0,0.0,366.0,1121.0,33168.0,35348300.0,49.0,599.0,414.0,0.0,75100.0,69.32,22.23,0.02,0.19,0.0,0.0,36.14,23.69,4.61,59.13,40.87,0.0,91.75999999999999
467,"9220 STANNUM STREET, TAMPA, FL 33619",Tampa,27.960118,-82.35593,37.62,Florida,Hillsborough County,12211,1,2688.0,477.0,1202.0,1.0,5.0,0.0,0.0,70.0,34.0,9821.0,1631700.0,20.0,26.0,34.0,0.0,24000.0,17.75,44.72,0.04,0.19,0.0,0.0,43.89,1.5899999999999999,25.0,43.33,56.67,0.0,62.699999999999996
468,"PARTS OF SECS 15,16&amp;22, TWP 13N, RNG 1E, Dewey-Humboldt, AZ 86327",Dewey-Humboldt,34.5840721,-112.0953297,52.69,Arizona,Yavapai County,1900,3,2341.0,190.0,8.0,16.0,9.0,0.0,0.0,458.0,590.0,29444.0,62613000.0,223.0,247.0,830.0,22.0,160800.0,8.12,0.34,0.68,0.38,0.0,0.0,1.81,23.36,17.15,22.93,77.07,1.43,9.52
469,"S.R. 574, TAMPA, FL 33619",Tampa,27.9814003,-82.3696712,58.15,Florida,Hillsborough County,12002,1,1945.0,454.0,906.0,2.0,21.0,0.0,1.0,83.0,702.0,25660.0,26631500.0,75.0,223.0,418.0,13.0,87400.0,23.34,46.58,0.1,1.08,0.0,0.05,24.61,35.37,10.47,34.79,65.21,1.5899999999999999,71.14999999999999
470,"NAVAL AIR STATION BUILDING 3, PENSACOLA, FL 32508",Pensacola,30.355674,-87.2883339,42.4,Florida,Escambia County,2400,1,177.0,16.0,16.0,0.0,0.0,0.0,0.0,44.0,6.0,63929.0,5683700.0,6.0,60.0,5.0,0.0,0.0,9.04,9.04,0.0,0.0,0.0,0.0,0.0,2.36,8.45,92.31,7.69,0.0,18.08
471,"11100 NW S RIVER DR, MEDLEY, FL 331781135",Medley,25.874698,-80.353407,31.92,Florida,Miami-Dade County,14000,1,127.0,80.0,15.0,0.0,0.0,0.0,0.0,58.0,9.0,46354.0,1426900.0,11.0,39.0,12.0,0.0,0.0,62.99,11.81,0.0,0.0,0.0,0.0,39.05,0.5700000000000001,17.74,76.47,23.53,0.0,74.8
472,"14000 BLOCK PEMBROKE ROAD, PEMBROKE PARK, FL 33024",Pembroke Park,25.9949676,-80.2322797,40.11,Florida,Broward County,110100,3,1654.0,732.0,299.0,6.0,58.0,0.0,13.0,307.0,813.0,56117.0,33274900.0,29.0,63.0,429.0,0.0,166800.0,44.26,18.08,0.36,3.51,0.0,0.79,10.82,38.19,5.57,12.8,87.2,0.0,67.0
473,"5150 PICKETTVILLE RD, JACKSONVILLE, FL 32205",Jacksonville,30.370774,-81.7344916,42.94,Florida,Duval County,11700,1,1730.0,68.0,212.0,13.0,15.0,0.0,1.0,192.0,270.0,48382.0,41653300.0,87.0,164.0,495.0,31.0,122500.0,3.93,12.25,0.75,0.87,0.0,0.06,24.39,11.77,11.66,24.89,75.11,3.26,17.86
474,"PIPER DR &amp; AVIATION BLVD, VERO BEACH, FL 32960",Vero Beach,27.6445079,-80.4048306,31.13,Florida,Indian River County,50200,2,1032.0,106.0,53.0,3.0,13.0,0.0,2.0,263.0,354.0,36304.0,27938300.0,93.0,216.0,267.0,0.0,190300.0,10.27,5.14,0.29,1.26,0.0,0.19,18.36,31.98,16.15,44.72,55.28,0.0,17.150000000000002
475,"20 Post Plant Road, QUINCY, FL 32351",Quincy,30.6025903,-84.5146284,36.33,Florida,Gadsden County,20500,2,2028.0,228.0,1401.0,1.0,13.0,0.0,0.0,185.0,321.0,46029.0,24033100.0,97.0,147.0,546.0,42.0,125500.0,11.24,69.08,0.05,0.64,0.0,0.0,11.57,24.71,12.28,21.21,78.79,8.16,81.00999999999999
476,"WESTERN END OF RALEIGH STREET, TAMPA, FL 33619",Tampa,28.2425231,-82.3395248,50.0,Florida,Pasco County,32104,1,2180.0,315.0,217.0,5.0,125.0,4.0,11.0,620.0,268.0,83750.0,75113900.0,48.0,78.0,670.0,16.0,162500.0,14.45,9.95,0.23,5.73,0.18,0.5,2.56,11.45,6.03,10.43,89.57,1.55,31.04
477,"9510 E BROADWAY #20, TAMPA, FL 336917721",Tampa,41.1800582,-77.3180836,58.75,Pennsylvania,Clinton County,30400,1,1189.0,3.0,2.0,0.0,2.0,4.0,0.0,119.0,93.0,57593.0,31596500.0,40.0,93.0,423.0,0.0,86500.0,0.25,0.17,0.0,0.17,0.34,0.0,18.17,7.48,7.19,18.02,81.98,0.0,0.9300000000000002
478,"121 SOUTH PALMETTO AVENUE, SANFORD, FL 32771",Sanford,28.811164,-81.2657188,50.0,Florida,Seminole County,20101,1,755.0,70.0,250.0,4.0,5.0,0.0,2.0,70.0,119.0,13553.0,10133500.0,41.0,367.0,44.0,35.0,19600.0,9.27,33.11,0.53,0.66,0.0,0.26,16.06,16.02,9.07,89.29,10.71,6.8100000000000005,43.82999999999999
479,"5005 E MCDOWELL RD, PHOENIX, AZ 85008",Phoenix,33.4625944,-111.972991,40.83,Arizona,Maricopa County,111202,1,1964.0,1205.0,205.0,83.0,30.0,1.0,0.0,200.0,469.0,31505.0,30394700.0,183.0,676.0,53.0,0.0,94300.0,61.35,10.44,4.23,1.53,0.05,0.0,25.31,28.44,20.07,92.73,7.27,0.0,77.60000000000001
480,"COUNTY RD C-280, COTTONDALE, FL 32431",Cottondale,30.7279907,-85.4566698,47.7,Florida,Washington County,970303,2,2227.0,56.0,85.0,24.0,9.0,0.0,3.0,84.0,267.0,23224.0,27684300.0,134.0,141.0,743.0,29.0,67100.0,2.51,3.8200000000000003,1.08,0.4,0.0,0.13,18.78,13.88,13.16,15.95,84.05,3.3,7.94
514,"1401 SCHLEY AVE, ALBANY, GA 31707",Albany,31.6172796,-84.1811621,40.93,Georgia,Dougherty County,400,1,1485.0,35.0,669.0,2.0,53.0,11.0,1.0,150.0,258.0,37130.0,22828500.0,56.0,362.0,302.0,32.0,109600.0,2.36,45.05,0.13,3.5700000000000003,0.74,0.07,25.42,21.57,7.78,54.52,45.48,5.69,51.92
481,"2010 HWY 92, DELAND, FL 32724",Deland,28.9927014,-81.3029203,39.83,Florida,Volusia County,90702,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,625.0,46875.0,43857400.0,0.0,0.0,0.0,21.0,186600.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54,28.03,0.0,0.0,0.0,2.7199999999999998,0.0
482,"2010 HWY 92, DELAND, FL 32724",Deland,28.9927014,-81.3029203,39.83,Florida,Volusia County,90702,4,1594.0,140.0,167.0,10.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,138.0,448.0,0.0,0.0,8.78,10.48,0.63,3.39,0.0,0.0,0.0,0.0,13.06,23.55,76.45,0.0,23.279999999999998
483,"5675 SE Grouper Ave, STUART, FL 34997",Port Salerno,27.134908,-80.198072,50.0,Florida,Martin County,1410,1,3165.0,578.0,713.0,19.0,34.0,1.0,1.0,248.0,662.0,38568.0,42463500.0,193.0,443.0,767.0,0.0,108000.0,18.26,22.53,0.6000000000000001,1.07,0.03,0.03,17.94,25.97,13.76,36.61,63.39,0.0,42.52000000000001
484,"4109 LINEBAUGH AVENUE, TAMPA, FL 33605",Tampa,28.0395739,-82.4142712,50.0,Florida,Hillsborough County,102,1,981.0,205.0,441.0,6.0,17.0,0.0,2.0,142.0,285.0,24545.0,17526300.0,62.0,167.0,212.0,0.0,98900.0,20.9,44.95,0.61,1.73,0.0,0.2,14.09,20.97,14.06,44.06,55.94,0.0,68.39
485,"ORIENT RD &amp; 10TH AV &amp; TAMPA BYPASS CANAL, TAMPA, FL 33619",Tampa,27.9363828,-82.3777335,59.81,Florida,Hillsborough County,13504,1,891.0,429.0,152.0,0.0,21.0,1.0,0.0,80.0,195.0,32969.0,16319900.0,35.0,118.0,199.0,26.0,133500.0,48.15,17.06,0.0,2.36,0.11,0.0,34.36,21.41,9.94,37.22,62.78,6.22,67.67999999999999
